emergencyVehicleType,license_plate,vehicleSupportType,observationDateTime,longitude,latitude,serviceOnDuty
Ambulance,KA40H1271,BLS,2024-01-26T22:00:34+05:30,77.555151,13.01776,YES
Ambulance,KA51F5066,BLS,2024-01-26T22:02:35+05:30,77.75973,13.116572,YES
Ambulance,KA50H3225,Patient Transport,2024-01-26T22:03:03+05:30,77.684368,12.836972,YES
Ambulance,KA51Y5446,ALS,2024-01-26T22:04:47+05:30,77.757426,12.977877,YES
Ambulance,KA05U3892,BLS,2024-01-26T22:05:04+05:30,77.540632,12.933755,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-26T22:10:50+05:30,77.645415,13.163014,YES
Ambulance,KA05R7687,Patient Transport,2024-01-26T22:12:12+05:30,77.660012,12.87834,YES
Ambulance,KA05R6184,BLS,2024-01-26T22:15:20+05:30,77.450119,12.805899,YES
Ambulance,KA05U3892,BLS,2024-01-26T22:20:59+05:30,77.541788,12.92135,YES
Ambulance,KA40V2034,BLS,2024-01-26T22:25:46+05:30,77.608979,12.899899,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-26T22:29:37+05:30,77.653824,12.838653,YES
Ambulance,KA03P8868,Patient Transport,2024-01-26T22:40:50+05:30,77.55423,13.145376,YES
Ambulance,KA04T7543,ALS,2024-01-26T22:43:04+05:30,77.727773,12.972595,NO
Ambulance,KA50H3225,Patient Transport,2024-01-26T22:44:48+05:30,77.63248,12.980701,YES
Ambulance,KA40S3812,BLS,2024-01-26T22:46:44+05:30,77.632713,12.966459,YES
Ambulance,KA40S3812,BLS,2024-01-26T22:47:22+05:30,77.617591,12.941033,YES
Ambulance,KA02N5926,BLS,2024-01-26T22:56:41+05:30,77.638895,12.979721,YES
Ambulance,KA04T7543,ALS,2024-01-26T22:59:22+05:30,77.577921,12.917003,NO
Ambulance,KA02E1063,Patient Transport,2024-01-26T23:08:54+05:30,77.739332,13.070865,YES
Ambulance,KA03D9708,BLS,2024-01-26T23:15:19+05:30,77.559818,13.006412,YES
Ambulance,KA51Y5446,ALS,2024-01-26T23:15:59+05:30,77.687508,12.944496,YES
Ambulance,KA41T8500,Patient Transport,2024-01-26T23:19:52+05:30,77.582186,13.005906,YES
Ambulance,KA50K3022,ALS,2024-01-26T23:20:08+05:30,77.704641,12.977299,YES
Ambulance,KA51X5676,Patient Transport,2024-01-26T23:37:36+05:30,77.610703,13.04077,YES
Ambulance,KA04D1727,BLS,2024-01-26T23:38:31+05:30,77.602139,12.919951,YES
Ambulance,KA41P6997,ALS,2024-01-26T23:42:51+05:30,77.685015,12.852227,NO
Ambulance,KA04T7543,ALS,2024-01-26T23:44:55+05:30,77.754332,12.981418,YES
Ambulance,KA03H4273,ALS,2024-01-26T23:49:34+05:30,77.538828,13.044534,YES
Ambulance,KA50K3022,ALS,2024-01-26T23:58:05+05:30,77.566674,12.98254,YES
Ambulance,KA50K3022,ALS,2024-01-26T23:59:57+05:30,77.684979,12.839936,YES
Ambulance,KA04T7543,ALS,2024-01-27T00:04:06+05:30,77.615789,12.935086,NO
Ambulance,KA51Y4340,BLS,2024-01-27T00:05:35+05:30,77.782604,13.02479,YES
Ambulance,KA40H1271,BLS,2024-01-27T00:24:30+05:30,77.531856,13.020511,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T00:30:37+05:30,77.749971,12.950994,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T00:31:26+05:30,77.544409,13.00692,YES
Ambulance,KA03S4981,ALS,2024-01-27T00:35:21+05:30,77.778172,13.185796,YES
Ambulance,KA50J5854,Patient Transport,2024-01-27T00:48:11+05:30,77.747784,12.980095,NO
Ambulance,KA05F1958,BLS,2024-01-27T00:50:49+05:30,77.63171,12.977372,YES
Ambulance,KA05U3892,BLS,2024-01-27T00:51:56+05:30,77.464166,12.85603,YES
Ambulance,KA05R6184,BLS,2024-01-27T00:57:03+05:30,77.596833,13.029067,YES
Ambulance,KA40A5474,Patient Transport,2024-01-27T01:11:04+05:30,77.561398,12.928556,YES
Ambulance,KA01S3086,Patient Transport,2024-01-27T01:22:11+05:30,77.752199,12.978157,YES
Ambulance,KA04D3606,BLS,2024-01-27T01:56:40+05:30,77.688955,12.831819,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T01:58:16+05:30,77.546189,12.923362,YES
Ambulance,KA01S3086,Patient Transport,2024-01-27T02:25:56+05:30,77.555329,13.120928,YES
Ambulance,KA01M6465,BLS,2024-01-27T03:02:18+05:30,77.663685,12.892267,YES
Ambulance,KA04T7543,ALS,2024-01-27T03:12:10+05:30,77.401764,13.167584,YES
Ambulance,KA05A7023,ALS,2024-01-27T03:16:03+05:30,77.749922,12.972307,YES
Ambulance,KA40S3812,BLS,2024-01-27T03:50:15+05:30,77.622478,12.924632,YES
Ambulance,KA51F5066,BLS,2024-01-27T04:02:11+05:30,77.584145,13.002566,YES
Ambulance,KA05U3892,BLS,2024-01-27T04:12:39+05:30,77.69083,12.968806,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T04:13:43+05:30,77.63314,13.088911,YES
Ambulance,KA01M6465,BLS,2024-01-27T04:15:33+05:30,77.476402,12.881125,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T04:21:25+05:30,77.508166,12.957789,YES
Ambulance,KA01X9341,BLS,2024-01-27T04:32:13+05:30,77.747623,12.972698,NO
Ambulance,KA51F5066,BLS,2024-01-27T04:41:28+05:30,77.679963,12.837056,YES
Ambulance,KA05A7023,ALS,2024-01-27T04:42:37+05:30,77.6552,12.909867,YES
Ambulance,KA01H3141,ALS,2024-01-27T04:45:50+05:30,77.421321,13.19098,YES
Ambulance,KA40K4489,Patient Transport,2024-01-27T04:47:53+05:30,77.693862,13.199714,YES
Ambulance,KA51P3128,ALS,2024-01-27T04:51:55+05:30,77.652206,12.904421,YES
Ambulance,KA50G5585,ALS,2024-01-27T04:55:08+05:30,77.745476,12.963854,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T05:06:13+05:30,77.623499,12.984204,YES
Ambulance,KA05F1958,BLS,2024-01-27T05:16:22+05:30,77.435764,13.08812,YES
Ambulance,KA04D1727,BLS,2024-01-27T05:16:58+05:30,77.486534,12.905139,YES
Ambulance,KA01M6465,BLS,2024-01-27T05:17:41+05:30,77.591441,13.139469,YES
Ambulance,KA04D3606,BLS,2024-01-27T05:21:56+05:30,77.646299,12.960397,YES
Ambulance,KA03U2278,BLS,2024-01-27T05:23:04+05:30,77.593443,13.049174,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T05:24:48+05:30,77.563551,12.943512,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-27T05:26:31+05:30,77.570358,12.929986,YES
Ambulance,KA51F5066,BLS,2024-01-27T05:26:58+05:30,77.519716,13.018096,YES
Ambulance,KA51M1237,ALS,2024-01-27T05:31:10+05:30,77.673614,13.196496,YES
Ambulance,KA40V2034,BLS,2024-01-27T05:33:44+05:30,77.726832,12.891502,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T05:34:44+05:30,77.60816,12.913331,YES
Ambulance,KA50K3022,ALS,2024-01-27T05:35:35+05:30,77.616079,13.025084,YES
Ambulance,KA02D9278,ALS,2024-01-27T05:40:58+05:30,77.435272,12.891344,YES
Ambulance,KA03D9708,BLS,2024-01-27T05:53:30+05:30,77.607406,12.94251,YES
Ambulance,KA05U3892,BLS,2024-01-27T05:54:57+05:30,77.780617,12.925384,YES
Ambulance,KA40K4489,Patient Transport,2024-01-27T05:57:58+05:30,77.555459,13.027323,YES
Ambulance,KA40V2034,BLS,2024-01-27T06:00:42+05:30,77.583212,12.933751,NO
Ambulance,KA01H3141,ALS,2024-01-27T06:02:26+05:30,77.628061,12.953039,NO
Ambulance,KA05R6184,BLS,2024-01-27T06:03:06+05:30,77.621839,12.91849,YES
Ambulance,KA40K4489,Patient Transport,2024-01-27T06:05:15+05:30,77.536155,12.913264,YES
Ambulance,KA51Y4340,BLS,2024-01-27T06:05:38+05:30,77.633485,12.835847,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T06:05:50+05:30,77.623291,12.969836,YES
Ambulance,KA40H1271,BLS,2024-01-27T06:08:05+05:30,77.663464,12.977018,NO
Ambulance,KA51P3128,ALS,2024-01-27T06:08:48+05:30,77.650653,12.998019,YES
Ambulance,KA03D9708,BLS,2024-01-27T06:14:43+05:30,77.59639,13.064715,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T06:22:23+05:30,77.565439,12.926962,YES
Ambulance,KA40H1271,BLS,2024-01-27T06:23:03+05:30,77.63015,12.977562,YES
Ambulance,KA51X5676,Patient Transport,2024-01-27T06:23:08+05:30,77.678741,12.817058,YES
Ambulance,KA40T2179,ALS,2024-01-27T06:23:15+05:30,77.569283,13.004815,YES
Ambulance,KA51Y4340,BLS,2024-01-27T06:24:20+05:30,77.691762,12.968658,YES
Ambulance,KA04M6459,Patient Transport,2024-01-27T06:29:43+05:30,77.649566,12.97767,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T06:30:41+05:30,77.648797,12.929387,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T06:37:21+05:30,77.759991,12.975126,YES
Ambulance,KA03F6773,ALS,2024-01-27T06:39:31+05:30,77.641079,12.923297,YES
Ambulance,KA05F1958,BLS,2024-01-27T06:42:05+05:30,77.705372,12.979027,YES
Ambulance,KA40S3812,BLS,2024-01-27T06:45:36+05:30,77.475929,13.005665,YES
Ambulance,KA51X5676,Patient Transport,2024-01-27T06:46:40+05:30,77.617345,12.937769,YES
Ambulance,KA01X9341,BLS,2024-01-27T06:47:34+05:30,77.532924,13.178077,NO
Ambulance,KA40A5474,Patient Transport,2024-01-27T07:00:45+05:30,77.596449,12.909146,YES
Ambulance,KA40T2179,ALS,2024-01-27T07:03:39+05:30,77.673271,12.96069,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T07:04:48+05:30,77.62801,12.96199,NO
Ambulance,KA01X9341,BLS,2024-01-27T07:07:32+05:30,77.752945,12.955005,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T07:10:56+05:30,77.571698,12.991992,NO
Ambulance,KA03D9708,BLS,2024-01-27T07:11:12+05:30,77.645124,12.939993,YES
Ambulance,KA40A5474,Patient Transport,2024-01-27T07:17:22+05:30,77.62591,13.05416,YES
Ambulance,KA41X8497,ALS,2024-01-27T07:24:20+05:30,77.599846,12.93937,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T07:26:27+05:30,77.616245,12.882025,YES
Ambulance,KA40S3812,BLS,2024-01-27T07:27:38+05:30,77.640719,12.937509,YES
Ambulance,KA50H1620,Patient Transport,2024-01-27T07:33:44+05:30,77.587088,13.031922,YES
Ambulance,KA50G5585,ALS,2024-01-27T07:36:21+05:30,77.54618,12.926438,YES
Ambulance,KA51Y5446,ALS,2024-01-27T07:40:12+05:30,77.673002,12.849199,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T07:46:51+05:30,77.623691,12.943586,YES
Ambulance,KA04T7543,ALS,2024-01-27T07:49:48+05:30,77.490697,13.005503,YES
Ambulance,KA51F5066,BLS,2024-01-27T07:51:13+05:30,77.576575,12.921137,YES
Ambulance,KA05R6184,BLS,2024-01-27T07:52:13+05:30,77.529261,13.02919,NO
Ambulance,KA04D1727,BLS,2024-01-27T08:00:35+05:30,77.521207,13.030175,YES
Ambulance,KA01M6465,BLS,2024-01-27T08:01:07+05:30,77.632218,12.93534,YES
Ambulance,KA50K3022,ALS,2024-01-27T08:09:21+05:30,77.700955,12.965255,NO
Ambulance,KA05R7687,Patient Transport,2024-01-27T08:09:32+05:30,77.570964,13.00917,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T08:09:43+05:30,77.656695,12.847013,YES
Ambulance,KA50J5854,Patient Transport,2024-01-27T08:16:54+05:30,77.56804,13.003652,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T08:18:02+05:30,77.620365,12.932984,NO
Ambulance,KA01K2904,Patient Transport,2024-01-27T08:22:05+05:30,77.637139,12.917174,YES
Ambulance,KA04M6459,Patient Transport,2024-01-27T08:26:51+05:30,77.583822,12.932484,NO
Ambulance,KA40H1271,BLS,2024-01-27T08:29:01+05:30,77.604532,13.031761,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T08:29:40+05:30,77.632513,12.922918,YES
Ambulance,KA04D1727,BLS,2024-01-27T08:29:40+05:30,77.52471,13.055734,NO
Ambulance,KA50H1620,Patient Transport,2024-01-27T08:32:12+05:30,77.560911,12.924509,YES
Ambulance,KA51Y4340,BLS,2024-01-27T08:35:28+05:30,77.759563,12.962433,YES
Ambulance,KA40S3812,BLS,2024-01-27T08:36:32+05:30,77.645979,13.099635,NO
Ambulance,KA05U3892,BLS,2024-01-27T08:44:30+05:30,77.688946,12.841972,YES
Ambulance,KA04M6459,Patient Transport,2024-01-27T08:48:54+05:30,77.682536,12.844421,YES
Ambulance,KA40S3812,BLS,2024-01-27T08:53:48+05:30,77.636397,12.949342,YES
Ambulance,KA02E1063,Patient Transport,2024-01-27T08:54:06+05:30,77.685487,12.953037,NO
Ambulance,KA41X8497,ALS,2024-01-27T08:58:18+05:30,77.54528,12.879574,YES
Ambulance,KA51H1989,Patient Transport,2024-01-27T09:00:20+05:30,77.552484,12.90251,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T09:00:29+05:30,77.49503,12.834683,YES
Ambulance,KA40A5474,Patient Transport,2024-01-27T09:04:04+05:30,77.639427,12.929053,YES
Ambulance,KA05A7023,ALS,2024-01-27T09:05:44+05:30,77.579096,12.916939,YES
Ambulance,KA41X8497,ALS,2024-01-27T09:09:24+05:30,77.705683,12.951947,YES
Ambulance,KA51F5066,BLS,2024-01-27T09:10:46+05:30,77.525662,12.960456,YES
Ambulance,KA51H1989,Patient Transport,2024-01-27T09:11:58+05:30,77.680293,12.936958,YES
Ambulance,KA51H1989,Patient Transport,2024-01-27T09:15:29+05:30,77.754727,12.831664,YES
Ambulance,KA03S4981,ALS,2024-01-27T09:16:33+05:30,77.700823,12.973475,YES
Ambulance,KA51Y5446,ALS,2024-01-27T09:16:52+05:30,77.685188,12.845503,YES
Ambulance,KA40S3812,BLS,2024-01-27T09:18:26+05:30,77.557387,12.925512,YES
Ambulance,KA03D9708,BLS,2024-01-27T09:18:28+05:30,77.572574,13.00531,YES
Ambulance,KA40V2034,BLS,2024-01-27T09:19:26+05:30,77.528561,12.906232,YES
Ambulance,KA03S4981,ALS,2024-01-27T09:21:36+05:30,77.468405,13.079217,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T09:23:07+05:30,77.649921,12.889267,YES
Ambulance,KA03U2278,BLS,2024-01-27T09:26:59+05:30,77.593062,12.91015,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-27T09:30:55+05:30,77.534217,13.033874,YES
Ambulance,KA51P3128,ALS,2024-01-27T09:32:46+05:30,77.544188,13.101385,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-27T09:34:03+05:30,77.59556,13.049517,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T09:37:02+05:30,77.727565,13.1039,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T09:42:19+05:30,77.704927,12.966283,YES
Ambulance,KA51F5066,BLS,2024-01-27T09:48:32+05:30,77.782568,13.122509,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T09:51:15+05:30,77.658004,12.840394,YES
Ambulance,KA05F1958,BLS,2024-01-27T09:55:04+05:30,77.548633,12.874273,YES
Ambulance,KA51P3128,ALS,2024-01-27T09:59:05+05:30,77.652654,12.902753,YES
Ambulance,KA03H4273,ALS,2024-01-27T10:01:20+05:30,77.760118,12.984527,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T10:05:42+05:30,77.622992,12.937143,YES
Ambulance,KA40S3812,BLS,2024-01-27T10:09:35+05:30,77.685547,13.165524,YES
Ambulance,KA03U2497,BLS,2024-01-27T10:10:49+05:30,77.609536,12.930653,YES
Ambulance,KA05F1958,BLS,2024-01-27T10:11:32+05:30,77.627782,12.949041,YES
Ambulance,KA05R6184,BLS,2024-01-27T10:22:26+05:30,77.552175,12.934443,YES
Ambulance,KA03S4981,ALS,2024-01-27T10:24:17+05:30,77.663628,12.905676,YES
Ambulance,KA40V2034,BLS,2024-01-27T10:26:12+05:30,77.733462,12.81892,YES
Ambulance,KA50K3022,ALS,2024-01-27T10:35:45+05:30,77.790082,13.080035,YES
Ambulance,KA50K3022,ALS,2024-01-27T10:43:35+05:30,77.577429,12.928674,YES
Ambulance,KA40S3812,BLS,2024-01-27T10:45:26+05:30,77.740884,12.969593,YES
Ambulance,KA40S3812,BLS,2024-01-27T10:49:20+05:30,77.626531,12.937854,NO
Ambulance,KA51Y5446,ALS,2024-01-27T10:49:49+05:30,77.479005,12.858726,YES
Ambulance,KA03P8868,Patient Transport,2024-01-27T10:52:16+05:30,77.683565,12.963577,NO
Ambulance,KA03U2497,BLS,2024-01-27T10:52:19+05:30,77.58543,13.065107,YES
Ambulance,KA01S3086,Patient Transport,2024-01-27T10:54:08+05:30,77.640334,12.967029,NO
Ambulance,KA04T7543,ALS,2024-01-27T10:54:28+05:30,77.657954,12.905873,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T10:56:44+05:30,77.75409,12.975687,YES
Ambulance,KA51H1989,Patient Transport,2024-01-27T11:02:42+05:30,77.617683,12.930983,YES
Ambulance,KA05D6805,ALS,2024-01-27T11:07:54+05:30,77.605266,13.034647,YES
Ambulance,KA03H4273,ALS,2024-01-27T11:09:50+05:30,77.622728,12.926276,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T11:10:28+05:30,77.691949,13.043595,YES
Ambulance,KA03U2278,BLS,2024-01-27T11:11:59+05:30,77.756457,12.956556,YES
Ambulance,KA01H3141,ALS,2024-01-27T11:13:50+05:30,77.768989,12.947717,YES
Ambulance,KA51M1237,ALS,2024-01-27T11:16:22+05:30,77.562198,13.014446,YES
Ambulance,KA01H3141,ALS,2024-01-27T11:20:04+05:30,77.570814,13.035793,YES
Ambulance,KA51T6207,Patient Transport,2024-01-27T11:25:42+05:30,77.760808,13.002057,YES
Ambulance,KA01X9341,BLS,2024-01-27T11:26:13+05:30,77.733267,12.973923,YES
Ambulance,KA01H3141,ALS,2024-01-27T11:30:45+05:30,77.67774,12.836137,YES
Ambulance,KA05R7687,Patient Transport,2024-01-27T11:39:25+05:30,77.631402,12.939001,YES
Ambulance,KA40H1271,BLS,2024-01-27T11:42:37+05:30,77.678332,12.801821,YES
Ambulance,KA50J5854,Patient Transport,2024-01-27T11:44:35+05:30,77.622824,12.936711,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T11:45:22+05:30,77.70799,12.95389,YES
Ambulance,KA51Y5446,ALS,2024-01-27T11:49:21+05:30,77.579666,12.938834,YES
Ambulance,KA51Y4340,BLS,2024-01-27T11:54:38+05:30,77.67722,12.83128,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-27T11:56:33+05:30,77.627182,12.968082,YES
Ambulance,KA04M6459,Patient Transport,2024-01-27T11:57:57+05:30,77.613913,13.099391,NO
Ambulance,KA51F5066,BLS,2024-01-27T12:06:45+05:30,77.625437,12.951347,YES
Ambulance,KA04M6459,Patient Transport,2024-01-27T12:07:58+05:30,77.74322,12.986494,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T12:09:53+05:30,77.605523,12.913708,NO
Ambulance,KA01M6465,BLS,2024-01-27T12:11:46+05:30,77.743216,12.969747,YES
Ambulance,KA01K2904,Patient Transport,2024-01-27T12:12:05+05:30,77.588039,12.916483,YES
Ambulance,KA05R6184,BLS,2024-01-27T12:15:38+05:30,77.716958,13.195261,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T12:19:14+05:30,77.760503,12.866806,YES
Ambulance,KA40T2179,ALS,2024-01-27T12:22:28+05:30,77.786983,12.943945,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T12:29:54+05:30,77.621745,12.943731,NO
Ambulance,KA40A5474,Patient Transport,2024-01-27T12:30:50+05:30,77.52776,13.055095,YES
Ambulance,KA51M1237,ALS,2024-01-27T12:41:22+05:30,77.40886,12.957318,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-27T12:42:27+05:30,77.457202,13.076739,NO
Ambulance,KA03D9708,BLS,2024-01-27T12:47:50+05:30,77.722387,13.101635,YES
Ambulance,KA51H1989,Patient Transport,2024-01-27T12:50:44+05:30,77.79237,13.184182,YES
Ambulance,KA51F5066,BLS,2024-01-27T12:54:59+05:30,77.625023,12.932384,NO
Ambulance,KA04M6459,Patient Transport,2024-01-27T13:01:05+05:30,77.405287,12.914695,YES
Ambulance,KA02N5926,BLS,2024-01-27T13:01:21+05:30,77.554701,13.106817,YES
Ambulance,KA02E1063,Patient Transport,2024-01-27T13:11:53+05:30,77.62677,12.967369,YES
Ambulance,KA51Y4340,BLS,2024-01-27T13:11:58+05:30,77.618193,12.911701,YES
Ambulance,KA03S4981,ALS,2024-01-27T13:21:09+05:30,77.55478,12.921134,YES
Ambulance,KA02E1063,Patient Transport,2024-01-27T13:22:59+05:30,77.70228,12.991245,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T13:23:38+05:30,77.643868,12.968728,YES
Ambulance,KA40S3812,BLS,2024-01-27T13:24:39+05:30,77.577771,12.988624,YES
Ambulance,KA03P8868,Patient Transport,2024-01-27T13:28:44+05:30,77.572362,12.95148,YES
Ambulance,KA40S3812,BLS,2024-01-27T13:32:10+05:30,77.752543,12.961264,YES
Ambulance,KA02D9278,ALS,2024-01-27T13:32:15+05:30,77.766429,13.172347,YES
Ambulance,KA40S3812,BLS,2024-01-27T13:39:31+05:30,77.538076,12.926671,YES
Ambulance,KA03A1692,Patient Transport,2024-01-27T13:40:19+05:30,77.572899,13.005809,YES
Ambulance,KA01X9341,BLS,2024-01-27T13:41:59+05:30,77.542432,12.826701,YES
Ambulance,KA51Y5446,ALS,2024-01-27T13:42:19+05:30,77.592343,13.101407,YES
Ambulance,KA40K4489,Patient Transport,2024-01-27T13:43:59+05:30,77.771041,13.170462,YES
Ambulance,KA05R7687,Patient Transport,2024-01-27T13:46:39+05:30,77.62216,12.927864,YES
Ambulance,KA01H3141,ALS,2024-01-27T13:57:47+05:30,77.626242,12.928137,YES
Ambulance,KA40A5474,Patient Transport,2024-01-27T14:00:27+05:30,77.683263,12.844774,YES
Ambulance,KA01M6465,BLS,2024-01-27T14:04:13+05:30,77.651577,12.923645,NO
Ambulance,KA41T8500,Patient Transport,2024-01-27T14:06:47+05:30,77.534732,13.193687,YES
Ambulance,KA01K2904,Patient Transport,2024-01-27T14:09:54+05:30,77.674478,12.855337,YES
Ambulance,KA50H1620,Patient Transport,2024-01-27T14:12:42+05:30,77.559654,13.008041,YES
Ambulance,KA05R7687,Patient Transport,2024-01-27T14:21:10+05:30,77.597622,13.034044,NO
Ambulance,KA03P8868,Patient Transport,2024-01-27T14:25:15+05:30,77.602251,13.03566,NO
Ambulance,KA40H1271,BLS,2024-01-27T14:25:23+05:30,77.638162,12.985789,YES
Ambulance,KA03S4981,ALS,2024-01-27T14:26:11+05:30,77.604471,12.93963,YES
Ambulance,KA05R7687,Patient Transport,2024-01-27T14:29:19+05:30,77.63296,12.937017,NO
Ambulance,KA50J5854,Patient Transport,2024-01-27T14:42:05+05:30,77.622115,12.920729,YES
Ambulance,KA50K3022,ALS,2024-01-27T14:42:11+05:30,77.621687,12.926876,YES
Ambulance,KA50J5854,Patient Transport,2024-01-27T14:56:14+05:30,77.574139,12.874771,YES
Ambulance,KA05R7687,Patient Transport,2024-01-27T14:58:28+05:30,77.531585,12.92428,YES
Ambulance,KA50H3225,Patient Transport,2024-01-27T15:03:24+05:30,77.597942,12.902989,YES
Ambulance,KA04D3606,BLS,2024-01-27T15:03:26+05:30,77.567731,12.933608,YES
Ambulance,KA05R6184,BLS,2024-01-27T15:09:04+05:30,77.768943,12.921175,YES
Ambulance,KA40A5474,Patient Transport,2024-01-27T15:09:15+05:30,77.675242,12.837153,NO
Ambulance,KA51M1237,ALS,2024-01-27T15:10:47+05:30,77.697652,12.951376,YES
Ambulance,KA41T8500,Patient Transport,2024-01-27T15:12:23+05:30,77.581285,12.931019,NO
Ambulance,KA41Y7419,Patient Transport,2024-01-27T15:12:29+05:30,77.633724,12.976481,YES
Ambulance,KA50K3022,ALS,2024-01-27T15:22:21+05:30,77.709942,13.072991,YES
Ambulance,KA03P8868,Patient Transport,2024-01-27T15:26:14+05:30,77.59105,13.146757,YES
Ambulance,KA50G5585,ALS,2024-01-27T15:33:22+05:30,77.59835,12.936913,YES
Ambulance,KA03S4981,ALS,2024-01-27T15:33:24+05:30,77.624896,12.925239,YES
Ambulance,KA03U2497,BLS,2024-01-27T15:35:28+05:30,77.67547,12.826299,YES
Ambulance,KA03S4981,ALS,2024-01-27T15:39:51+05:30,77.64257,12.905701,YES
Ambulance,KA02E1063,Patient Transport,2024-01-27T15:40:32+05:30,77.620725,12.928716,NO
Ambulance,KA41T8500,Patient Transport,2024-01-27T15:54:13+05:30,77.573387,12.916458,YES
Ambulance,KA01K2904,Patient Transport,2024-01-27T15:56:44+05:30,77.598723,12.925621,NO
Ambulance,KA40H1271,BLS,2024-01-27T15:56:52+05:30,77.609588,12.945157,NO
Ambulance,KA05F1958,BLS,2024-01-27T15:57:03+05:30,77.462683,12.923697,YES
Ambulance,KA03W1469,Patient Transport,2024-01-27T16:00:38+05:30,77.697236,12.974445,YES
Ambulance,KA05F1958,BLS,2024-01-27T16:05:18+05:30,77.649283,13.1028,YES
Ambulance,KA51F5066,BLS,2024-01-27T16:07:34+05:30,77.606308,13.03413,YES
Ambulance,KA03U2497,BLS,2024-01-27T16:10:26+05:30,77.608025,13.050475,YES
Ambulance,KA04D3606,BLS,2024-01-27T16:11:31+05:30,77.542697,12.931159,YES
Ambulance,KA01S3086,Patient Transport,2024-01-27T16:13:09+05:30,77.606161,12.929628,YES
Ambulance,KA02N5926,BLS,2024-01-27T16:16:04+05:30,77.758172,12.961401,YES
Ambulance,KA01H3141,ALS,2024-01-27T16:16:18+05:30,77.565755,12.948115,YES
Ambulance,KA05R6184,BLS,2024-01-27T16:16:25+05:30,77.61361,12.93524,YES
Ambulance,KA51Y5446,ALS,2024-01-27T16:21:54+05:30,77.55796,13.198089,YES
Ambulance,KA40K4489,Patient Transport,2024-01-27T16:22:43+05:30,77.6076,13.047575,YES
Ambulance,KA01M6465,BLS,2024-01-27T16:24:02+05:30,77.597064,13.024387,YES
Ambulance,KA50K3022,ALS,2024-01-27T16:25:30+05:30,77.75385,12.9592,YES
Ambulance,KA51P3128,ALS,2024-01-27T16:26:09+05:30,77.647122,12.969382,YES
Ambulance,KA41X8497,ALS,2024-01-27T16:27:04+05:30,77.538346,13.016532,NO
Ambulance,KA03P8868,Patient Transport,2024-01-27T16:28:06+05:30,77.583157,12.924666,NO
Ambulance,KA51F5066,BLS,2024-01-27T16:32:29+05:30,77.74444,12.987757,YES
Ambulance,KA51Y5446,ALS,2024-01-27T16:35:49+05:30,77.599745,12.926341,YES
Ambulance,KA04T7543,ALS,2024-01-27T16:36:04+05:30,77.65864,12.919706,YES
Ambulance,KA05F1958,BLS,2024-01-27T16:39:41+05:30,77.474547,13.058892,YES
Ambulance,KA05A7023,ALS,2024-01-27T16:42:14+05:30,77.708215,12.959363,YES
Ambulance,KA02N5926,BLS,2024-01-27T16:49:12+05:30,77.462942,13.04183,NO
Ambulance,KA41P6997,ALS,2024-01-27T17:01:34+05:30,77.509913,13.027038,YES
Ambulance,KA01S3086,Patient Transport,2024-01-27T17:01:53+05:30,77.684485,12.967309,YES
Ambulance,KA41P6997,ALS,2024-01-27T17:03:52+05:30,77.572566,13.013975,NO
